study_ID,author_first,year,extracted,thermal_strategy,taxa,species,species_OTL,disp_mode,type,core,front,age,sex,mean_mass_g,lon_core,lat_core,lon_front,lat_front,dist_km,time_core,time_front,time_diff_y,dispersal_rate_km_y,rainfall_core_mm_y,rainfall_front_mm_y,rainfall_diff,temp_core,temp_front,temp_diff,exp_temp,bio_hier,trait,response,response_unit,mean_core,sd_core,se_core,n_core,mean_front,sd_front,se_front,n_front,shared_control,lnRR,notes,title,ref
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,El Questro,Adult,Female,127.4,146.817878,-19.257622,128.744232,-15.767402,2622,1935,2011,76,34.5,1114,768,-346,24.1,28.8,4.7,,Organism,Activity,Activity,cm,54.20079491,12.18412414,,23,72.88289445,18.51191561,,20,6,0.296158393,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Oombulgurri,Adult,Female,127.8888889,146.817878,-19.257622,127.845,-15.180278,2839,1935,2013,78,36.3974359,1114,841.7,-272.3,24.1,29.4,5.3,,Organism,Activity,Activity,cm,54.20079491,12.18412414,,23,53.61650535,16.15260562,,18,6,-0.010838618,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Purnululu,Adult,Female,105.8571429,146.817878,-19.257622,128.403456,-17.528892,2946,1935,2016,81,36.37037037,1114,546.8,-567.2,24.1,26.6667,2.5667,,Organism,Activity,Activity,cm,54.20079491,12.18412414,,23,51.87084656,14.58337736,,14,6,-0.043938665,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Wyndham,Adult,Female,136.173913,146.817878,-19.257622,128.218042,-15.591531,2707,1935,2011,76,35.61842105,1114,786.7,-327.3,24.1,29.35,5.25,,Organism,Activity,Activity,cm,54.20079491,12.18412414,,23,63.21007516,20.41326061,,23,6,0.153768131,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Innisfail,Adult,Female,135.9090909,146.817878,-19.257622,146.018466,-17.526098,261,1935,1945,10,26.1,1114,3427.6,2313.6,24.1,23.4,-0.7,,Organism,Activity,Activity,cm,54.20079491,12.18412414,,23,55.59067425,19.9299532,,22,6,0.025319883,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Tully,Adult,Female,109.1111111,146.817878,-19.257622,145.940179,-17.940873,210,1935,1945,10,21,1114,2439.8,1325.8,24.1,27.5,3.4,,Organism,Activity,Activity,cm,54.20079491,12.18412414,,23,56.25679663,14.10613633,,18,6,0.037231288,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,El Questro,Juvenile,Mixed,64.5,146.817878,-19.257622,128.744232,-15.767402,2622,1935,2011,76,34.5,1114,768,-346,24.1,28.8,4.7,,Organism,Activity,Activity,cm,51.373548,10.98854806,,11,48.16335654,17.51251389,,2,6,-0.064524916,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Oombulgurri,Juvenile,Mixed,55.5,146.817878,-19.257622,127.845,-15.180278,2839,1935,2013,78,36.3974359,1114,841.7,-272.3,24.1,29.4,5.3,,Organism,Activity,Activity,cm,51.373548,10.98854806,,11,45.57924672,7.982530923,,4,6,-0.119670913,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Purnululu,Juvenile,Mixed,52.33333333,146.817878,-19.257622,128.403456,-17.528892,2946,1935,2016,81,36.37037037,1114,546.8,-567.2,24.1,26.6667,2.5667,,Organism,Activity,Activity,cm,51.373548,10.98854806,,11,39.19601508,13.57390028,,3,6,-0.270548324,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Wyndham,Juvenile,Mixed,56,146.817878,-19.257622,128.218042,-15.591531,2707,1935,2011,76,35.61842105,1114,786.7,-327.3,24.1,29.35,5.25,,Organism,Activity,Activity,cm,51.373548,10.98854806,,11,66.7991478,28.43294978,,3,6,0.262566913,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Innisfail,Juvenile,Mixed,56.63636364,146.817878,-19.257622,146.018466,-17.526098,261,1935,1945,10,26.1,1114,3427.6,2313.6,24.1,23.4,-0.7,,Organism,Activity,Activity,cm,51.373548,10.98854806,,11,52.45717878,15.57846648,,11,6,0.020873785,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Tully,Juvenile,Mixed,52.27272727,146.817878,-19.257622,145.940179,-17.940873,210,1935,1945,10,21,1114,2439.8,1325.8,24.1,27.5,3.4,,Organism,Activity,Activity,cm,51.373548,10.98854806,,11,47.42524537,20.10814864,,11,6,-0.07996872,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,El Questro,Adult,Male,112.2727273,146.817878,-19.257622,128.744232,-15.767402,2622,1935,2011,76,34.5,1114,768,-346,24.1,28.8,4.7,,Organism,Locomotor capacity,Sprint speed,cm s,388.1469454,111.8700597,,15,470.7697141,129.3853761,,21,6,0.192985051,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Oombulgurri,Adult,Male,119.8461538,146.817878,-19.257622,127.845,-15.180278,2839,1935,2013,78,36.3974359,1114,841.7,-272.3,24.1,29.4,5.3,,Organism,Locomotor capacity,Sprint speed,cm s,388.1469454,111.8700597,,15,374.6111191,118.6505595,,12,6,-0.035495521,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Purnululu,Adult,Male,118.1333333,146.817878,-19.257622,128.403456,-17.528892,2946,1935,2016,81,36.37037037,1114,546.8,-567.2,24.1,26.6667,2.5667,,Organism,Locomotor capacity,Sprint speed,cm s,388.1469454,111.8700597,,15,366.1694098,92.07216547,,12,6,-0.058287899,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Wyndham,Adult,Male,103.5769231,146.817878,-19.257622,128.218042,-15.591531,2707,1935,2011,76,35.61842105,1114,786.7,-327.3,24.1,29.35,5.25,,Organism,Locomotor capacity,Sprint speed,cm s,388.1469454,111.8700597,,15,346.3354667,85.56104349,,26,6,-0.113976131,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Innisfail,Adult,Male,112.3076923,146.817878,-19.257622,146.018466,-17.526098,261,1935,1945,10,26.1,1114,3427.6,2313.6,24.1,23.4,-0.7,,Organism,Locomotor capacity,Sprint speed,cm s,388.1469454,111.8700597,,15,394.8077583,97.4664166,,13,6,0.017014965,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Tully,Adult,Male,94.20833333,146.817878,-19.257622,145.940179,-17.940873,210,1935,1945,10,21,1114,2439.8,1325.8,24.1,27.5,3.4,,Organism,Locomotor capacity,Sprint speed,cm s,388.1469454,111.8700597,,15,412.6401267,90.16404238,,24,6,0.061191856,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,El Questro,Adult,Female,127.4,146.817878,-19.257622,128.744232,-15.767402,2622,1935,2011,76,34.5,1114,768,-346,24.1,28.8,4.7,,Organism,Locomotor capacity,Sprint speed,cm s,351.8544309,71.76040782,,23,427.1082285,126.5004859,,20,6,0.193819902,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Oombulgurri,Adult,Female,127.8888889,146.817878,-19.257622,127.845,-15.180278,2839,1935,2013,78,36.3974359,1114,841.7,-272.3,24.1,29.4,5.3,,Organism,Locomotor capacity,Sprint speed,cm s,351.8544309,71.76040782,,23,368.6955391,86.37318978,,18,6,0.046753665,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Purnululu,Adult,Female,105.8571429,146.817878,-19.257622,128.403456,-17.528892,2946,1935,2016,81,36.37037037,1114,546.8,-567.2,24.1,26.6667,2.5667,,Organism,Locomotor capacity,Sprint speed,cm s,351.8544309,71.76040782,,23,334.8449988,87.69121579,,14,6,-0.049549807,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Wyndham,Adult,Female,136.173913,146.817878,-19.257622,128.218042,-15.591531,2707,1935,2011,76,35.61842105,1114,786.7,-327.3,24.1,29.35,5.25,,Organism,Locomotor capacity,Sprint speed,cm s,351.8544309,71.76040782,,23,385.2664857,116.7699098,,23,6,0.090717724,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Innisfail,Adult,Female,135.9090909,146.817878,-19.257622,146.018466,-17.526098,261,1935,1945,10,26.1,1114,3427.6,2313.6,24.1,23.4,-0.7,,Organism,Locomotor capacity,Sprint speed,cm s,351.8544309,71.76040782,,23,363.8198167,107.0848311,,22,6,0.033441194,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Tully,Adult,Female,109.1111111,146.817878,-19.257622,145.940179,-17.940873,210,1935,1945,10,21,1114,2439.8,1325.8,24.1,27.5,3.4,,Organism,Locomotor capacity,Sprint speed,cm s,351.8544309,71.76040782,,23,358.183321,78.13244746,,18,6,0.017827384,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,El Questro,Juvenile,Mixed,64.5,146.817878,-19.257622,128.744232,-15.767402,2622,1935,2011,76,34.5,1114,768,-346,24.1,28.8,4.7,,Organism,Locomotor capacity,Sprint speed,cm s,372.593195,79.45369331,,11,457.3017385,142.8652183,,2,6,0.204856238,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Oombulgurri,Juvenile,Mixed,55.5,146.817878,-19.257622,127.845,-15.180278,2839,1935,2013,78,36.3974359,1114,841.7,-272.3,24.1,29.4,5.3,,Organism,Locomotor capacity,Sprint speed,cm s,372.593195,79.45369331,,11,343.241853,74.00998929,,4,6,-0.082051885,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Purnululu,Juvenile,Mixed,52.33333333,146.817878,-19.257622,128.403456,-17.528892,2946,1935,2016,81,36.37037037,1114,546.8,-567.2,24.1,26.6667,2.5667,,Organism,Locomotor capacity,Sprint speed,cm s,372.593195,79.45369331,,11,283.5285156,73.29318462,,3,6,-0.273174492,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Wyndham,Juvenile,Mixed,56,146.817878,-19.257622,128.218042,-15.591531,2707,1935,2011,76,35.61842105,1114,786.7,-327.3,24.1,29.35,5.25,,Organism,Locomotor capacity,Sprint speed,cm s,372.593195,79.45369331,,11,357.7524138,116.2731419,,3,6,-0.040646029,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Innisfail,Juvenile,Mixed,56.63636364,146.817878,-19.257622,146.018466,-17.526098,261,1935,1945,10,26.1,1114,3427.6,2313.6,24.1,23.4,-0.7,,Organism,Locomotor capacity,Sprint speed,cm s,372.593195,79.45369331,,11,361.4262895,117.6970281,,11,6,-0.030429076,,,
7,Hudson,2020,raw data,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Tully,Juvenile,Mixed,52.27272727,146.817878,-19.257622,145.940179,-17.940873,210,1935,1945,10,21,1114,2439.8,1325.8,24.1,27.5,3.4,,Organism,Locomotor capacity,Sprint speed,cm s,372.593195,79.45369331,,11,336.5547531,134.1592068,,11,6,-0.101726345,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Karepa,Adult,Male,0.0337,14.256611,53.747944,26.426222,59.54425,1543,,2013,,,545.1,622.1,77,8.95,4.6875,-4.2625,18,Organism,Locomotor capacity,Endurance,s,51.92916667,11.96816991,,263,49.075,14.89744693,,8,3,-0.05653087,,Successful despite poor flight performance: range expansion is associated with enhanced exploratory behaviour and fast development,https://onlinelibrary.wiley.com/doi/full/10.1111/jeb.13294
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Kasispea,Adult,Male,0.03075,14.256611,53.747944,25.77275,59.584889,1549,,2013,,,545.1,650.9,105.8,8.95,4.833333333,-4.116666667,18,Organism,Locomotor capacity,Endurance,s,51.92916667,11.96816991,,263,36.945,20.84253403,,4,3,-0.34045029,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Mahu,Adult,Male,0.03298,14.256611,53.747944,26.71625,59.519389,1547,,2013,,,545.1,614.1,69,8.95,4.8,-4.15,18,Organism,Locomotor capacity,Endurance,s,51.92916667,11.96816991,,263,50.4025,13.27508765,,12,3,-0.029839833,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Karepa,Adult,Male,0.03022,14.256611,53.747944,26.426222,59.54425,1543,,2013,,,545.1,622.1,77,8.95,4.6875,-4.2625,26,Organism,Locomotor capacity,Endurance,s,46.07442379,16.80970967,,301,36.1127451,21.6046698,,52,3,-0.243612145,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Kasispea,Adult,Male,0.03026,14.256611,53.747944,25.77275,59.584889,1549,,2013,,,545.1,650.9,105.8,8.95,4.833333333,-4.116666667,26,Organism,Locomotor capacity,Endurance,s,46.07442379,16.80970967,,301,45.4502381,19.18245087,,42,3,-0.013639938,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Mahu,Adult,Male,0.0394,14.256611,53.747944,26.71625,59.519389,1547,,2013,,,545.1,614.1,69,8.95,4.8,-4.15,26,Organism,Locomotor capacity,Endurance,s,46.07442379,16.80970967,,301,38.94126582,20.29073932,,73,3,-0.168203491,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Karepa,Adult,Female,0.0432,14.256611,53.747944,26.426222,59.54425,1543,,2013,,,545.1,622.1,77,8.95,4.6875,-4.2625,18,Organism,Locomotor capacity,Endurance,s,38.09653846,16.92834058,,243,32.41833333,14.42574021,,6,3,-0.161399318,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Kasispea,Adult,Female,0.0404,14.256611,53.747944,25.77275,59.584889,1549,,2013,,,545.1,650.9,105.8,8.95,4.833333333,-4.116666667,18,Organism,Locomotor capacity,Endurance,s,38.09653846,16.92834058,,243,39.77333333,15.37466603,,3,3,0.043073247,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Mahu,Adult,Female,0.0371,14.256611,53.747944,26.71625,59.519389,1547,,2013,,,545.1,614.1,69,8.95,4.8,-4.15,18,Organism,Locomotor capacity,Endurance,s,38.09653846,16.92834058,,243,44.19125,14.18437471,,8,3,0.148403382,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Karepa,Adult,Female,0.0343,14.256611,53.747944,26.426222,59.54425,1543,,2013,,,545.1,622.1,77,8.95,4.6875,-4.2625,26,Organism,Locomotor capacity,Endurance,s,42.22424658,15.17447375,,229,38.98267857,18.53952481,,55,3,-0.079877211,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Kasispea,Adult,Female,0.0363,14.256611,53.747944,25.77275,59.584889,1549,,2013,,,545.1,650.9,105.8,8.95,4.833333333,-4.116666667,26,Organism,Locomotor capacity,Endurance,s,42.22424658,15.17447375,,229,46.31068182,12.31933687,,44,3,0.092378024,,,
8,Reim,2018,raw data,Ectotherm,Invertebrate,Lycaena_tityrus,Lycaena tityrus,Aerial,Native,Ueckermünde,Mahu,Adult,Female,0.0347,14.256611,53.747944,26.71625,59.519389,1547,,2013,,,545.1,614.1,69,8.95,4.8,-4.15,26,Organism,Locomotor capacity,Endurance,s,42.22424658,15.17447375,,229,46.70246753,13.000312,,76,3,0.100802382,,,
9,Hirsch,2016,Fig 3,Ectotherm,Osteichthyes,Neogobius_melanostomus,Neogobius melanostomus,Aquatic,Invasive,Gulf of Gdansk,Basel,Adult,Mixed,40,18.539722,54.181111,7.591389,47.588333,1365,1990,2013,23,59.34782609,563.4,809.4,246,6.495833333,9.658333333,3.1625,,Organism,Activity,Activity,,0.826459144,0.413229572,,98,0.952529183,0.581322957,,161,1,0.141970261,,An approach to incorporate individual personality in modeling fish dispersal across in?stream barriers,https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.2629
10,Burstal,2020,Fig 5,Endotherm,Aves,Acridotheres_tristis,Acridotheres tristis,Aerial,Invasive,Hamilton South,Gloucester ,Adult,Mixed,112,151.7511,-32.9307,151.9602,-32.0272,122,1975,2005,30,4.066666667,1126.4,1056.6,-69.8,18.3875,17.28333333,-1.104166667,,Organism,Locomotor capacity,Endurance,m d,901.5424165,228.5347044,,11,1052.699229,259.125964,,11,1,0.155005746,,Radiotracking invasive spread: Are common mynas more active and exploratory on the invasion front?,https://link.springer.com/article/10.1007/s10530-020-02269-7#Tab1
11,Llewelyn,2010,Fig 1,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Adelaide River floodplain,Adult,Mixed,153.4,146.817878,-19.257622,131.111808,-13.2258,2413,1935,2005,70,34.47142857,1114,1401.5,287.5,24.1,26.75833333,2.658333333,,Organism,Activity,Activity,s,233.9522546,146.2806403,25.46419098,33,72.4137931,153.4365259,21.48541114,51,1,-1.172720261,,"Locomotor performance in an invasive species: cane toads from the invasion front have greater endurance, but not speed, compared to conspecifics from a long-colonised area",https://link.springer.com/article/10.1007%2Fs00442-009-1471-1
11,Llewelyn,2010,Fig 1,Ectotherm,Amphibia,Rhinella_marina,Rhinella marina,Terrestrial,Invasive,Townsville,Adelaide River floodplain,Adult,Mixed,153.4,146.817878,-19.257622,131.111808,-13.2258,2413,1935,2005,70,34.47142857,1114,1401.5,287.5,24.1,26.75833333,2.658333333,,Organism,Locomotor capacity,Endurance,m,99.78609626,22.11810217,3.85026738,33,92.72727273,34.37051115,4.812834225,51,1,-0.073366224,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 2,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-83.169407,33.07515,116,2009,2010,1,116,1265.9,1179.3,-86.6,17.09166667,17.26666667,0.175,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.455438596,0.110119552,0.025263158,19,10,-0.099643124,,Flight capacity increases then declines from the core to the margins of an invasive species' range,https://royalsocietypublishing.org/doi/full/10.1098/rsbl.2019.0496
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 3,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-83.168033,30.639403,361,2009,2012,3,120.3333333,1266.9,1325,58.1,17.09166667,19.95,2.858333333,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.510175439,0.119296182,0.027368421,19,10,0.013850637,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 4,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-82.459586,29.721418,469,2009,2012,3,156.3333333,1267.9,1342.8,74.9,17.09166667,20.3,3.208333333,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.506666667,0.110119552,0.025263158,19,10,0.006949298,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 5,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-81.798775,27.986228,696,2009,2015,6,116,1268.9,1249.6,-19.3,17.09166667,22.63333333,5.541666667,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.453333333,0.109473684,0.036491228,9,10,-0.104276337,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 6,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-86.632759,33.377862,251,2009,2012,3,83.66666667,1269.9,1403.2,133.3,17.09166667,16.80416667,-0.2875,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.48,0.087873549,0.019649123,20,10,-0.047117923,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 7,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-88.374092,32.513546,430,2009,2013,4,107.5,1270.9,1411.8,140.9,17.09166667,17.75,0.658333333,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.487017544,0.110012171,0.02245614,24,10,-0.03260388,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 8,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-89.485428,32.381876,560,2009,2013,4,140,1271.9,1456.6,184.7,17.09166667,17.14583333,0.054166667,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.503157895,0.102037115,0.021754386,22,10,0,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 9,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-91.314651,32.4723,697,2009,2013,4,174.25,1272.9,1341,68.1,17.09166667,18.575,1.483333333,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.526315789,0.135894152,0.035087719,15,10,0.044997366,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 10,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-93.293259,32.68547,882,2009,2015,6,147,1273.9,1233.8,-40.1,17.09166667,18.03333333,0.941666667,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.463157895,0.115736298,0.028070175,17,10,-0.082836006,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 11,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-94.137146,32.496587,964,2009,2016,7,137.7142857,1274.9,1194,-80.9,17.09166667,18.37083333,1.279166667,,Organism,Activity,Activity,m s,0.503157895,0.122355058,0.028070175,19,0.44,0.080966765,0.02245614,13,10,-0.1341293,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 2,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-83.169407,33.07515,116,2009,2010,1,116,1265.9,1179.3,-86.6,17.09166667,17.26666667,0.175,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.603370787,0.26447252,0.060674157,19,10,-0.050827637,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 3,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-83.168033,30.639403,361,2009,2012,3,120.3333333,1266.9,1325,58.1,17.09166667,19.95,2.858333333,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.870786517,0.225291406,0.051685393,19,10,0.316037298,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 4,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-82.459586,29.721418,469,2009,2012,3,156.3333333,1267.9,1342.8,74.9,17.09166667,20.3,3.208333333,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.884269663,0.107748064,0.024719101,19,10,0.331402517,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 5,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-81.798775,27.986228,696,2009,2015,6,116,1268.9,1249.6,-19.3,17.09166667,22.63333333,5.541666667,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.614606742,0.269662921,0.08988764,9,10,-0.032376929,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 6,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-86.632759,33.377862,251,2009,2012,3,83.66666667,1269.9,1403.2,133.3,17.09166667,16.80416667,-0.2875,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.574157303,0.221094362,0.049438202,20,10,-0.100456141,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 7,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-88.374092,32.513546,430,2009,2013,4,107.5,1270.9,1411.8,140.9,17.09166667,17.75,0.658333333,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.796629213,0.264214624,0.053932584,24,10,0.227029795,,,
12,Merwin,2019,Fig 2,Ectotherm,Invertebrate,Megacopta_cribraria,Megacopta cribraria,Aerial,Invasive,Site 1,Site 8,Adult,Mixed,1.63452E-05,-83.701643,33.747783,-89.485428,32.381876,560,2009,2013,4,140,1271.9,1456.6,184.7,17.09166667,17.14583333,0.054166667,,Organism,Locomotor capacity,Endurance,h,0.634831461,0.293858356,0.06741573,19,0.756179775,0.326748064,0.069662921,22,10,0.174919598,,,
